Predict Value,Real Value
1184944.488482448,1030016.6447495208
1647769.9451423138,1597152.9012685108
1410558.9076959118,1074646.8653873352
1548078.7912299875,1377671.2374844607
1227471.8776095272,1249914.394842537
1125668.3297079045,1200060.6620374117
1674034.979981888,1698219.757464694
1235328.2530738965,1115627.780349525
1402830.3127487577,1296636.271092107
1062379.0727135397,1035976.952869708
1715463.357883248,1654965.2957120761
1673772.482628195,1629049.623519236
1536871.7799668026,1506651.1565735163
482343.7520365304,324981.9929926853
1199774.966274479,1398353.590664104
1257398.745289784,1260826.637997184
1009988.7653439951,982298.0365595417
1304115.9463223508,1370505.8825642949
941299.6293678592,944590.1588346952
1271951.9120890833,1366727.6626961106
1739284.4866727109,1676070.94296519
1468219.0620509004,1520263.7556412728
1253065.9492712002,1222887.1208418093
1525849.76417694,1629345.786532865
1978739.361558832,2084883.7904024213
1085803.5396762197,1023205.0409895576
693192.5372749431,729641.740874431
1266891.8715855207,1314387.4066411434
1555770.3943387952,1444572.9714972137
1286872.607063459,1135079.3452920208
1815537.7832844309,1696785.902472176
1615586.301003544,1522083.944153087
1067343.1591858417,904497.3170887965
1329563.48308968,1325149.919832771
1534786.3259065638,1442372.0436041143
1258741.158019999,1239459.8148165469
1566946.78109191,1446978.8599043884
1442630.6888587084,1531216.8939163382
1010866.3633937669,991934.0653650308
971210.2121289138,938171.3555536494
1367255.6490072666,1423025.1014632925
1464689.1174993669,1706291.9905593214
1687552.6638474788,1538903.992545141
1152872.2819584287,1166198.115612074
1207239.9629821256,1278365.7674917756
1918178.8362219925,1890789.1767706247
1048197.2711646933,1026126.5838267675
968496.7553635755,894251.0686357756
886975.3422446395,891200.8622760209
1516734.4650251681,1349989.646728484
1687999.000399234,1753427.9367894991
1374733.6814750412,1371311.616289787
1515248.1997361353,1544906.384816791
852803.5519641532,880084.7004478722
811166.8915741582,1009831.1347769842
1041138.3260058379,960918.6584475788
731204.0143627574,671343.9417927802
1011018.9008955508,1112223.0080549058
1629334.385229373,1580691.6168731612
845947.2836165159,861013.9460775609
765516.8350246109,729315.3749195363
1333461.6611505689,1222689.5233795908
1735058.3927253082,1820189.5328040929
1051197.7372322774,1191625.4399627368
883033.3008121313,1036782.2448843296
1162843.0938663664,1066040.788657332
1180672.442408041,1114169.0373830055
1374839.098420467,1389047.5577764665
1121602.8154447242,1033290.9749004892
983888.5043346393,1088834.2900883444
1003305.2660254894,944186.159068424
1830161.1448637056,1712280.7055358747
1740458.322729977,1768036.3340765317
1618617.3752568238,1786085.7505429985
682786.8239409328,759360.654769223
1009080.633097648,1197437.3440681112
1692545.4462354907,1812765.9573904253
1460884.0159433489,1659805.1840413515
1263094.7939111367,1341449.5715910238
1335407.436106212,1360329.3586097115
1368866.0731580893,1446597.122057405
1426744.4021393324,1428212.0343628554
835430.4372516065,1004124.9090759716
1284971.436715767,1446155.1797020894
1431663.7037789626,1536234.7087011335
1749559.1605107158,1727453.1546019888
1653358.1729278008,1788786.455834884
1475158.1899261181,1510659.228170966
1465357.4202087265,1426832.048925821
1325125.1872548994,1274053.63988823
1223473.9923310592,1079158.6528522586
1497066.8421785529,1417158.537395579
1725084.5279046965,1741105.6409449903
1146136.896279818,1144901.2657931254
646620.5753540628,555504.1478098433
1051988.200672082,1008649.9293008102
1348064.9254667312,1181995.430504778
791786.1181368105,901881.7426862384
1328364.5052086948,1266747.8295374303
1446248.298570218,1499988.8795226102
754188.9197090534,805433.7396581171
1478801.645975321,1420283.5588377572
974594.6908912637,1099917.4341665346
1598810.9153623537,1603201.0477866288
1547933.7854854385,1409038.9871176342
858410.3539589756,914325.0291512741
1223021.2282194623,1170720.893654292
1513540.5623268923,1499920.5935294242
1284634.22129236,1351541.4185628765
1762280.41461758,1975538.4157534216
1302508.6357797736,1261681.960817626
1003082.0796448304,1057347.1660527764
1362373.0487905096,1395855.656281703
1746457.7941493362,1664147.6390704403
923622.611607788,865099.5233723286
1720196.1510028292,1754770.5902068643
1854984.4939656248,1969194.1242238204
1231901.222980934,1235591.828348264
1472391.5684563231,1379671.0747829855
1207341.1338782348,1228362.746896066
774964.6846261735,615055.6757921792
929047.7774240377,960083.9968510192
2212518.8899398115,2142896.5564072616
773397.9277071296,815593.7638087127
1568002.2926407012,1637944.6447424416
1423944.069712196,1536208.366135118
1605786.0821677973,1572814.863233389
1152235.5788909916,1234531.6005033446
1335858.6097807186,1135465.473230903
650898.4288761042,549947.2482470637
1239470.5618760241,1389773.8734894216
1500054.103411042,1365036.083757255
1332272.7753795153,1376714.674198855
1204271.2279139105,1286980.8074177934
775643.2057349287,676979.7154027742
1200959.0362398406,1161995.7281770946
1486261.5067498612,1434835.9531418546
843397.5575290718,999408.251057222
1138449.4289150294,1124463.0404031896
1302272.8279046593,1307136.3345809835
942141.7081631613,997448.7280769936
1423630.5087005713,1372994.2901084968
1413456.7551462073,1562950.321919383
1449191.573228669,1458422.8106991698
1279590.3825457285,1280910.189933004
1511850.289600429,1454749.8065940437
878458.753615996,962531.6648892356
1235317.9870716284,1426545.9673390274
1508065.6800570425,1523136.4847209472
2294725.8408749,2318285.703336616
1016827.6083101898,969678.5672887964
1038283.8552214045,1197073.4448150082
1373743.8979172795,1316206.246554098
1528619.8445216164,1675123.1598875837
748886.9061252552,758262.6121106534
1054340.0310787722,1050838.7041572668
1444886.5819178184,1462422.2560780605
932071.3495682023,1108406.7859168318
510079.53457136656,404643.60224269313
1447059.6418698176,1538039.5989438992
997764.2887840141,1086447.5106632377
1389946.822955478,1290324.6486199498
1312557.7963210812,1316793.5692341109
1681686.0974699575,1528714.3052796978
1304679.2170520506,1145351.1612325564
552341.6575535071,685123.1393137751
1577353.1218463157,1682105.8474714488
966679.0227008802,978035.3447748433
1519143.5045498079,1471784.0051760625
1360683.6703776359,1231157.2551474404
1656823.400323728,1572099.689856232
871928.4597170794,716316.4881444586
1270528.0555775575,1451739.624652712
1212838.9814457502,1075314.592721624
1177590.6313364464,1102516.5838414284
1032522.9092729022,1055548.6757761142
1088940.3610869532,1015233.032262996
1131247.3800418722,1181663.4835711485
1902275.4549637116,1967384.7778210607
847694.0432510293,856261.615200036
1148320.157299999,1176437.9189888744
1670159.6705834495,1658571.8640212913
1548753.9489664633,1537329.5695361544
1865517.059918642,1822987.8197245803
1302870.651417622,1240380.4614059897
1149622.5438232124,1254912.4627296426
1549569.899164675,1642051.8317058694
1619158.1774338277,1616505.3541296383
893028.3667307564,1020041.7474392445
691332.9482151743,839194.0689419047
1353567.9730766204,1444403.6640510953
1309754.9592221056,1183014.5086739515
1000871.7406559361,1125880.4873707383
1296824.578455013,1241386.7369789924
1405011.5334444328,1366000.5700998604
1743121.8231991245,1852584.5230133254
1252617.7922423652,1190867.437364912
1125964.728537989,1053815.0969096147
1058902.0766178956,1029273.2785955655
1346035.1057347856,1388209.2192993264
1687402.4710904225,1770616.9299354246
1171936.8061044102,1190442.1227402529
981469.7857286233,991398.8218655173
1370722.653104181,1301935.9200130317
1243922.9738888873,1175289.1605114085
1217892.1995186883,1217267.934024366
739402.5437783748,851018.9558331005
1109772.2888026882,1049981.3515831316
1439132.072224578,1562573.061081018
787713.9613607527,836339.8169458734
496834.1357327407,676970.6909099207
1339158.2676382086,1226441.4792170248
567695.3931133405,695386.3310386214
607094.3566562771,714166.3978061128
841952.3949231871,799191.0381356808
1292425.5630819125,1243491.5716775164
1386771.170186351,1259919.9826535122
866596.783083498,577168.2739439054
847948.4610534427,815569.5956124964
1419285.2667620387,1489574.1370137818
1459048.9713472216,1423296.118000431
1238927.4494453485,1296432.7846447614
1073861.7794027573,1146321.5813992529
1296734.9660126895,1270869.783171925
902638.4390265972,954114.5439535476
1363025.7603704925,1308243.922235843
866668.7048687733,839589.8444834333
760124.1254017181,779962.1010215052
1164012.3950434327,1049672.2486072308
864347.3042640266,792174.1738214786
1548468.2071198951,1564252.5257374863
1314887.0437982432,1317167.713293261
1070793.9971019607,1144641.8194544462
1146990.3690958102,1151741.154590957
1140841.3349985569,1137523.110871686
1501929.9089670319,1567368.284951169
1424783.65749075,1441421.912993609
1241331.2563132804,1206020.384558566
1490519.3562242545,1632942.3157420263
1337151.402783035,1132983.9551551435
1668838.9357275465,1772780.1426032828
884633.2201798795,996924.6914267289
1169501.3289771678,1133814.077962921
1643856.55195597,1582765.592476812
1276866.6586897685,1212276.3574996628
1256628.4835271449,1314348.6992100195
880383.6056180246,836883.5652618494
890939.0837604965,798892.5150396761
556852.2945120346,456019.171216889
811787.8745582787,854815.1175016209
1243324.4034046833,1332669.2347985206
1296110.8040171938,1339636.18702554
1196864.7069287365,1101120.2587428256
1444858.5969381505,1316180.4935914932
1652797.444612878,1676172.304855517
1296510.7280330947,1262552.685917803
997780.465453647,883021.8963767654
1393996.06857302,1279117.9650857162
771248.1318925839,652752.9727099423
1423381.4320036923,1417870.982736731
1219040.4159604537,1252691.7928813465
1090801.8528379633,1268421.104189113
1537975.8962417124,1496466.3571105185
1106124.640502104,990725.6517571053
813534.5215956286,1088222.4209022117
1232750.474631463,1240319.6922110629
1895665.276556276,2002028.631998704
1530308.4809153143,1463130.2729789368
1066428.231070219,1058517.809925588
1882291.9497328175,1727006.950678222
1506524.3387161999,1457755.979317714
1091198.065544764,1034180.9492611092
1199110.1308770515,1182459.7716636744
1405731.261742379,1343605.8001820482
1784038.7220732425,1677005.1404360305
1480587.4531469839,1603627.937749694
1631056.0300012734,1582605.5351026566
1147719.7132867356,1096846.0864932952
1586599.453097414,1521527.0421970466
1258705.7418316826,1440909.0012831052
1401202.8829091245,1492612.189361544
1536924.010845258,1491290.0486560613
1348818.0221119637,1312063.7561173777
862277.0545262209,751324.1387490695
1741211.2951493762,1708631.3653701425
1713806.2561660835,1705918.1795099657
1434131.0667132393,1311681.4196841924
1027736.2142937975,1016187.1036521762
1044060.5227799354,1084539.3870624043
1853823.335938144,1848511.108160001
994703.4438235149,866328.1313278644
568258.928413967,583016.7918965971
1451519.4688865046,1478028.1739926587
1031129.7732693234,897479.9501690639
1472417.5196623283,1555510.3797599026
1434215.7976108233,1584213.9574850197
1351347.0182161552,1270390.2484683355
656721.6316533,625990.3004351463
1339074.2270052726,1409238.797596417
1167555.4476831928,1048800.651275536
1349107.3390005727,1295099.4367771263
618249.6631556897,530764.6724637834
1330487.4945289209,1509929.8324738266
1587177.7633189172,1647278.684983665
1429520.8777995103,1427890.046491724
1807850.1826938377,1869886.3052624043
1142642.3196742346,1262017.792059947
1463616.1098111973,1453381.624303107
994248.6820381051,1063399.2747829244
1175556.045709881,1110394.025220747
1566024.2697817113,1602903.280708731
964884.1242149819,800628.7470270158
1331147.7965752592,1326846.6987356965
909345.3096124312,1128895.1249507668
2087214.7999335371,1914509.5209888024
1123530.5139953657,1144507.423229717
1393773.295149561,1213351.6322268366
1585034.5386600483,1560615.5007379
685359.2770708444,763874.0644683129
785445.7204451989,734562.104533648
1125881.8902056334,1072914.996442404
1046367.6971454072,1053484.8692001966
1172374.4590308766,1397341.8559937114
1070552.3745578672,1012023.3986385613
1733883.4092885572,1738788.3818940688
1313514.0974729527,1116193.292966236
632400.9641198158,615555.4936155445
1464908.2011775596,1534111.5806179212
617876.6522601089,639366.3655728735
963333.47134179,769576.8636597352
1269041.028364833,1127248.610233683
1776484.014020722,1789334.8514812705
1619503.6729854683,1524257.706275758
1205310.622739792,1117741.7573242227
1170682.8723015562,1074369.7767178162
1044773.10702794,987355.96092124
1575408.1483464045,1669558.8467144333
1510411.815265756,1545961.6076584705
1172979.4338516714,1124719.4901653505
894871.5939733983,716771.0057488753
1065413.6963807535,1082486.679285127
1013563.4324011443,1031981.2829229428
1330236.134053418,1412881.7839693178
1170619.025936343,1168627.6508344968
835460.7962182781,844695.504884106
966835.224592145,699787.3190422736
1410713.7933985076,1519928.4853517166
780967.1942953351,712285.8255751298
856034.1236940218,816772.3750999514
1224636.260598379,1279777.3787882747
1166558.471451865,1270502.8705288451
1172350.5078214786,1079000.316267436
1214549.1094928128,1495518.62392568
1276302.735927192,1218011.060787834
614556.4878786178,534305.1323349292
1393742.077619716,1492033.2046736872
1464629.2728973303,1483848.1693759758
761299.8486374209,817377.3110222428
670097.5722473942,641484.2385493759
1483162.5462852828,1376637.5056241709
858126.71869956,864702.9339482344
1739932.6315377527,1869313.1069877334
654664.1024573926,633875.9302099622
911172.1831672064,999244.6349647824
1464071.514866585,1381830.779029103
1236032.7283319018,1255736.408587625
1047867.4460728808,962551.0371401922
1481423.0607677256,1388840.1738697607
1472173.895084886,1394518.4154676315
1412191.7361251903,1383395.2874928915
1387460.9995296206,1311473.3233082348
1222138.6212973965,1109588.380162506
1754664.7455639353,1737981.5298355946
1215191.2874140143,1086186.4278047497
896806.5109967964,1050223.6675805135
1195165.4087978662,1453597.5066767505
967382.4697562733,1009769.0775382696
537248.9285946811,499548.0114305352
929650.2376659644,1029869.7636771861
1967435.957554849,1896650.32333935
1824353.5459744427,1656785.4477005391
848430.2952507525,940162.7244777936
895775.6608967785,940229.2343302771
1272962.7692873958,1380715.3150239568
1288623.6050685209,1116680.146113037
922554.0612074422,837540.1697407691
440014.32672344195,377618.9699014184
982666.3641118382,1074824.8164886816
1513634.2521891133,1487571.5513345315
1277781.5075895595,1271396.5180059748
1448118.8635560118,1579360.8248111247
1463943.586272548,1416408.249920881
1560972.227955663,1458912.584498618
1290615.5026920207,1220591.006042053
1481030.1709460036,1566740.1279214271
1362219.0235000995,1418045.7187906946
1717311.9562652665,1535152.0737169122
839521.6247041421,802048.4455314139
1018747.4414340543,1003837.6670084944
1545024.3496274932,1642844.648635587
1292254.305121348,1181637.9493143407
1690655.4851754871,1673294.246196383
863834.534544459,931768.0455357102
739878.401150525,713615.8685961459
1445029.4017358623,1244881.3632416883
846236.4730429022,903881.6638657488
1492964.6264647534,1352917.1768613977
1273299.6119936649,1235593.2765775274
1287819.5301957238,1222799.3397221712
1083510.5764104903,1166925.1461488248
1157088.7979896755,1090805.3740171348
840454.6308975538,964924.493260556
1033547.0866471021,890138.2114471467
1543134.8687229303,1644242.137141663
1582342.2553808459,1698198.7513699988
1045048.7124414926,1024601.5627539242
783601.0971830691,772310.2278261484
1529923.012166416,1569121.9165039782
526609.1954083698,557228.7841971011
1276366.3296402174,1324377.6087338962
1147540.2286261842,1129613.0100203287
1120781.9687034336,988123.7553400168
2008296.0162705614,2105205.855863914
1580918.0431053792,1532533.6109384932
1871276.445054313,1700109.6075385266
1591448.8367875917,1670256.590157741
1085726.1450507827,1085943.0760246022
1134065.7091014117,1113570.8518884848
568712.7559586647,426906.18286889006
607752.8621018524,647691.8352028722
1191845.9774914153,1240503.524121077
2008040.339363533,2173808.627715738
1302427.3119151324,1270905.0203813943
1040570.3732935721,896944.2442711681
1491888.1635951663,1597330.4114850054
1222531.384525873,1056984.1817528317
1305876.1687178575,1499153.0808398786
1550734.5329118841,1668448.0980572654
1474390.2895189,1573288.817601286
1287103.5745501597,1285157.8695856398
857217.0859990992,956764.0140836356
952728.5570950009,994654.4094247868
1483222.2918582095,1439875.6398384804
1350638.5849830136,1225612.762609846
1033963.6102988817,1220987.0020716093
1498865.7468545581,1663509.3926240325
1084106.6806369966,1164968.8766317505
1363376.369655822,1244440.1347023242
1515668.524367127,1500472.8272215405
1041460.2226774576,1104701.234420732
607642.5911428399,612211.5924474286
1034985.9839268145,979568.628541252
1833881.2673760483,1987332.2172866447
1254358.951165775,1280230.6253682317
1486575.5395426857,1450393.5304145708
1213625.1938183159,1288490.2684409255
1733845.688593375,1759180.0436353062
1155483.5204431107,1172385.8977045629
1639407.9266371406,1501103.4929884768
1505247.223384477,1628751.934587902
1186647.7786162999,1174747.5505841346
1620249.2831234578,1574211.648913064
1212253.6795426325,1050541.31394844
1880822.6321615935,1919693.2304938203
1616591.068561206,1636080.390400312
766689.6456191279,857762.316993493
1348780.7618785878,1426695.6863993006
1289318.1924209367,1137465.335917054
1325694.4070523067,1464929.1621903444
1142488.9293309208,1205568.3665622354
1158064.609039181,1005392.4185892516
1045757.1849955262,1032043.2117639716
1092181.446134052,1187044.0528088156
1312432.2022342824,1206986.885234283
1351581.8220552076,1345962.9549885315
379285.43705900013,321058.96071220515
1483014.3704677187,1646033.4101836402
1673870.0248070608,1485418.1022610776
1000499.2215974088,1012269.8201046892
1805050.8758173997,1789098.5206914945
1428412.0358497284,1517152.5846254574
642037.1892521906,565732.8175402835
1126358.92300178,1194594.988366492
1795406.550670327,1723706.7585228554
1826320.0104460237,1880127.0624823808
1777757.0641244897,1814462.3505011608
1317195.7097536726,1222041.015832907
1730212.7514838898,1637841.2620084598
1725602.1553714052,1843720.6478657
859130.4320389469,772111.9721021007
548532.693965762,674817.5428265561
850810.905695424,919926.9985237203
1291799.1552617252,1342067.961421099
943602.0890232091,841122.882380687
1161178.0549581125,1260484.4621029706
1813867.921155675,1813856.3141206936
1110237.9093936195,1127499.3837301766
1405164.5699194511,1318058.0633455634
919018.7204544182,1166600.4566258276
1157947.3418419568,1310207.133039433
1498835.6681926786,1497377.180867295
1344230.7437242542,1137685.1162854831
962459.4846740379,984311.774539692
1453138.6907447276,1311067.4456660468
1675206.2355016617,1490904.5625106555
1756506.0501770247,1639099.377623702
1521498.3010624414,1640359.139229545
779464.0441057299,749383.0725554076
1339311.4260093984,1115013.1474517635
1508567.8793253156,1610577.4966414175
712742.8931957977,886536.4283747243
1805174.582895735,1785374.29206076
1478515.3943685866,1375215.0615939235
939632.9569228492,841392.493028112
1616466.3553829126,1577462.0339503873
1356171.8864712457,1352547.6933606025
740127.9358655289,665160.0759449846
1036738.3908825237,935061.309297756
931498.1694867915,709348.2237339056
804476.9041714298,814378.4821120476
1765784.9014329412,1760880.4475073332
