Predict Value,Real Value
1376890.081041114,1483685.9038027334
1028968.2496612613,954732.9038402882
984556.9296609933,1115935.2774004806
1227971.3874209872,1346969.1027573668
1580071.8546576863,1647278.684983665
978683.5734698713,977135.885657804
1468422.8432796244,1309397.049429039
1635891.969981354,1657363.0570933966
1077718.9539819113,1047280.1118709394
821665.9752304393,776125.597113738
897000.9319333042,1025908.9140528344
1570235.1462403035,1652845.980628764
1423595.7381034468,1419536.2589499224
628245.9078450745,562839.468720642
775752.4094764434,781524.1763789405
1452797.6805811985,1441736.7608375726
1115915.9778530186,1204214.030496833
1823100.5586492314,1678347.5275379843
1041817.9331166014,955445.853671163
1488971.0836951917,1629573.8859278488
1250346.9305197997,1538401.8172936328
1308319.9872191346,1401613.9197693218
1536627.5992360718,1520371.0075154612
940852.7823441396,812858.3569510883
1013286.0889016038,994257.5352248872
864635.2941177879,664978.8737768901
1037150.5905652534,1028493.6014588441
1279125.3187245273,1196254.1180677337
928862.7430228317,884015.227068824
1119530.1289366896,1185935.6413659677
1326458.759943575,1257217.2897105073
1329438.8041173052,1391303.7868712496
777615.2745223161,680982.7688221959
842491.3768382699,889385.9015842597
1404785.1380069947,1559997.1510714702
1409848.8796497276,1252663.6213763223
1466572.6665901039,1384432.1532990958
871593.4308356256,798639.6541779223
585041.8178789396,677772.3453175713
1071625.086855373,1143672.8254142758
1196405.8447102,1196204.8862624606
643751.0704636592,622449.6452289193
1594600.847648651,1621700.4633341725
972938.4978379183,1009093.801510392
888712.5936484848,872365.8799358037
1338958.6140206652,1115013.1474517635
1122297.221138927,1172619.5970591358
896393.0586172524,1050223.6675805135
1772593.5305564494,1791771.2892400357
1548386.5269615334,1409038.9871176342
961042.0269312639,1031385.4548974172
1729120.6037858583,1814550.9014238769
748450.7594095061,786407.9451174275
1128404.0007838302,1209445.2203735302
1370175.9015999332,1366668.1852883534
1458689.020525316,1534295.1950127133
1331204.755224861,1273631.2670727102
1372559.8534004614,1217021.518740754
1090827.247270703,1120419.041886019
1007241.8269602637,983180.3746417832
1512752.7947749028,1544906.384816791
1075359.8611949978,1150877.735443249
767534.6405920282,705343.2560893283
839392.4450603994,966576.0201883159
955991.9623163781,983534.15000672
715786.3963807789,720080.2320528892
640718.3360630323,565732.8175402835
1012732.9870149057,1076438.9751434857
1842745.9549518616,1822438.419904841
793483.920005657,882057.1705928424
1151841.1462994001,1124800.0122577448
1028263.507516484,957283.65635498
1045818.321837092,1053484.8692001966
1396909.8921060835,1295014.6182810178
1724295.2127127508,1843720.6478657
1416957.5176771742,1421518.6019075266
1307097.2929390867,1376240.615299077
1060689.1769934173,1060193.785884608
1003549.4535178655,1034539.8306178992
1674153.6414578059,1673538.1686839648
1293551.8730118454,1315684.456665318
1852987.0235212587,1804243.860448444
1074068.8264759087,1072891.0826067864
967438.3118327301,1016871.4149142243
1740419.664276072,1813043.926135564
1462641.0096547585,1501622.125499602
1557400.5445333759,1439431.4528896934
1334910.2948412416,1234837.2060070026
1392202.5679100459,1492033.2046736872
1466861.3971838984,1707494.9217939766
1485940.455429478,1500962.6151142884
1054262.1171364626,1073350.0443075988
1744062.342903769,1662494.7355443896
1688470.7279019111,1740404.967434968
476284.0992985875,483986.10899252974
1238537.555127341,1064703.3052359354
1123563.0389758477,929480.6298952122
1123263.5081204576,1076995.904067892
951253.0507904232,1042814.0978200928
1332740.7537334757,1336743.3833950302
868529.5684084882,856383.5013562267
1242871.4789123337,1194440.286317711
1848356.9569030714,1910484.642346804
1091946.4932160792,1064685.698733535
393697.63733637694,288708.9121479006
1247115.856876594,1246830.1884286287
1466859.491639922,1357575.8516151062
1555449.7760741299,1638094.5378479655
1138073.3854761,1209571.072413582
1224476.3154265587,1364029.16836528
789381.8979703299,941950.5794564654
1170467.8939425277,1277744.7389113493
1321426.4613407194,1376146.8111116744
950078.2183482815,745586.5735088169
860114.3093632364,925566.331316076
1128999.8178685394,1221827.821998858
958581.1024722389,1007596.0425748297
1846582.3503329451,1942640.265322809
1386359.890555335,1247281.6983108672
1383815.2045628752,1339303.6569163986
1178257.9006597372,1114169.0373830055
757946.7882051168,589352.3954068222
1537207.971267805,1383563.5742572048
832690.4834455426,818289.7642087417
1208574.109263228,1073254.1440631042
1004661.0762365973,915992.5577704288
892113.7205468748,962591.6565767032
941427.5674499645,997448.7280769936
1120377.6114436744,1206931.6504526157
1309352.7377230795,1385978.9841198327
1260884.7998956812,1383031.332366437
1582133.1573151397,1560615.5007379
1044275.3802903849,1155801.2529854416
871070.1605078328,1055153.3195092094
1270426.5090991817,1323959.799106813
1811572.7371598,1808341.465666734
925197.5011800613,877779.3441184588
1146271.402530935,1144137.6360216094
963865.9388789455,954746.5764328244
1268419.4251344576,1289190.7626395207
1473521.5659049742,1409684.4851189125
1823109.040195005,1740671.7300511326
94355.3811580605,302355.83597895555
627500.017390641,491907.7943712191
546206.6890272653,496359.970791382
1591967.4294192952,1641226.5842989285
799113.8974942536,714706.4288537387
1283667.489923574,1454681.9367671097
911065.7101672608,852099.4640268537
811035.8275238668,763869.6666647141
1236265.3487826355,1185310.2673441938
1026163.5577584727,884227.2098749419
1977978.511502125,2030910.6153455232
1044815.769355904,1193519.5083805996
1539629.3150903084,1437153.9585319317
1373197.4993578629,1167626.7358808988
1116747.6057793135,1018173.7030639508
2033564.7925775622,2045693.8197491344
1328648.1476221392,1222689.5233795908
1342315.0670477783,1274983.6480731445
1757710.2942221311,1777516.4494720032
1521291.263903073,1540480.613353576
986960.1009285897,1084945.3996676442
1355855.731124078,1369970.6132825392
1060169.1056138899,1286477.3958779026
1274554.8444277463,1256086.507059112
1488539.6275269638,1517693.106201501
957248.4623437467,742645.1459356887
1576408.3524814674,1539084.9218209032
1444784.9679059167,1506656.8260229118
1330882.6733748505,1412881.7839693178
1336738.006094226,1405059.641674222
691367.1639879508,729641.740874431
572921.0557703533,723089.9525266482
1720609.3083371827,1660678.035086839
774023.1867613224,815593.7638087127
625099.6616250337,565937.200553177
933387.7561182389,1045395.3290485592
1056794.6165836183,992585.3823256808
1060271.6119099613,911247.817023832
1150547.1686251846,1234531.6005033446
918112.9025799829,868694.0736998019
1313182.5792735773,1408347.4447394784
897585.8029544185,1038330.0389589404
1616078.160624041,1490718.334949335
1647916.9100797493,1597152.9012685108
1291613.258939238,1309768.1961093454
1517302.4032382395,1518319.6407040688
903918.3488008463,991892.3174842466
1287203.7306127695,1220591.006042053
1319473.3313409323,1243501.6508387062
1332743.4913076682,1300265.2104154662
1324673.0080118186,1423125.5412697701
896348.275935521,940229.2343302771
1214139.9398308634,1280995.5491585608
1251266.5255253222,1294967.4107378754
1590170.4336478307,1603046.1793571317
1520244.4138261948,1578829.0122140937
1399999.0893427052,1481146.950498894
813454.4332529322,743393.3473414255
1044889.9601015754,1049798.7849306162
1091419.8376345315,1197069.26419774
1743477.4112084243,1757395.787239711
607771.5083266129,461912.2442841672
1825466.7577822972,1836978.483060492
1361358.7492411942,1585873.833196516
1649025.437400341,1573105.9811449796
1239533.7472629293,1065907.0809130038
1451981.5309033764,1311067.4456660468
1271518.3545254376,1108912.5146293468
377778.34127490094,321058.96071220515
699842.0774024894,880402.7569219653
1569771.6363214136,1584317.752692729
1504168.973183501,1477765.1478095246
1404556.2388303357,1439892.6324951418
1895620.5644973058,1845325.3567773984
852502.1817799447,774073.5618540881
2094013.334319686,2130761.9996576803
1244817.3899538324,1366714.3755527297
1921617.035288503,1823498.406876208
1459991.3268576134,1540869.871999482
1475676.7754605094,1526013.3295975295
798883.2799998949,716344.6279481957
1341297.550848105,1126821.108811283
1375887.7093069954,1419345.6073025845
776581.3484963019,919207.0276133117
938743.5978315116,944590.1588346952
1181159.6996963937,1203247.8901339215
1704440.9686403896,1874415.107049689
1308602.4265655393,1222726.5643610675
1627115.5864521998,1580691.6168731612
1098577.3726068607,1188196.881911283
463756.2777243496,398909.5098600632
1668471.855052486,1761924.103655319
1022999.3713753186,859078.6477175562
1461363.289022741,1659805.1840413515
1374410.363149983,1577017.7600015546
1070907.7642616471,1065953.3760066594
1529388.3424257643,1541127.3435162455
1915971.098165041,1789999.443861395
1306756.3942919383,1183014.5086739515
1053121.793091318,993725.2171881604
1085119.6640523924,1194191.8785113744
1108780.661209535,1137224.5754304302
1415431.6397060368,1300133.9667015576
1718219.592364492,1887529.3766351675
1516684.7346709778,1486401.3205096938
1514283.3754231546,1454126.550991805
1119119.4492763954,1172413.196960207
1381796.0421119495,1387987.8030244834
1593387.7574167573,1605398.5719999787
1124840.7672041743,1182670.135034575
1192122.0808137273,1228978.2329648542
1123224.2935631727,1052567.6986714758
968854.1597936902,965491.8697951132
531763.715742373,502553.0521875537
823846.6080300842,874969.6968663778
960527.6154946026,1033626.4114965133
1153242.1444158533,1103206.75496809
1442283.6049862537,1433538.32084268
1042448.309677722,855667.1793027755
1043571.2356676611,961354.287727855
1059815.6039929055,1271518.964260625
1023839.1475329353,1069851.1616023437
1010488.4995665823,755292.1143602777
1172023.9242940226,1079000.316267436
616204.747275429,727866.5251679078
1141213.7028560366,1305127.336002346
1074284.9651256374,1054856.0326670024
1073975.9273137264,1028275.1039295372
952410.6002170558,990893.1600715704
1720158.6683532377,1822448.616550664
1842212.8093524561,1856782.7829208511
1034726.3360102306,1037147.4674024235
902258.8912074838,902520.9400336036
1126484.9868545763,1015546.3086072236
1082133.105998397,1020095.9135555072
1310843.4907860954,1169547.521182793
1418499.055077657,1536208.366135118
975777.4917323042,931787.61793679
1584157.3515748887,1690540.681753041
1105818.324566085,1059406.1303480302
1625113.0438106952,1481171.234478745
857400.8396542284,853142.808524979
933249.370602448,784503.3579188933
1731303.0077978342,1668670.6558120956
903762.7709477759,880851.0551992012
994525.7235046172,992622.769267206
1031392.1799518852,1027311.507673405
1250649.28846373,1131040.702324247
428409.2420682719,353240.05467269185
1362473.1340869959,1166558.3735827007
1548154.2431617824,1626368.6673131543
1509273.3632185576,1610577.4966414175
1051304.3843052967,1079951.1554316457
1471641.1611181279,1391159.433681266
1672777.4414168315,1735992.339282555
779603.5537884195,712285.8255751298
1528620.0956395268,1626659.9596528395
1526180.5554214027,1569121.9165039782
1531841.1301014347,1442372.0436041143
832635.6614517061,944001.5583308408
1965982.7271013889,1876746.4866277915
1143092.3553076338,1225796.4144416682
1225746.2079193702,1179992.288675164
662361.4925179275,664465.3309873971
1374677.7222879375,1473761.5318166828
1824024.4926246374,1945618.658114016
1392134.1840119967,1369976.5013014628
1160956.2072419645,1062206.3209441437
999646.1795213047,796289.306909297
1841598.663204591,1903533.084349393
878754.6792903101,962531.6648892356
2005443.747078398,2105205.855863914
775912.5954976813,676979.7154027742
1673739.9386301946,1599911.367564835
1865256.8784840112,1700109.6075385266
1573462.1355956898,1537897.1181187208
1212925.9836136121,1122967.3851719948
872785.4026668849,690958.5496887366
1297071.2645660008,1197740.916766395
1133019.5425789924,1237360.7184158338
1345954.0944850757,1410814.9846924148
1742176.0174397978,1642478.735656444
933056.401137073,911202.1683461092
1535859.070590368,1350459.1155681738
1492556.4466072586,1410010.9940005562
308436.03114862373,300464.0986827323
1840434.2152632764,1958064.74206054
1144295.929078762,1123991.977280772
711525.9749837947,790802.8010348069
1928526.2279618522,1877941.971423074
948881.5866038105,840272.8648923195
1202393.2110971883,1099351.353851397
954161.4448905883,1017374.0233573732
1589380.6676024792,1570904.977234056
1045891.4532875438,953840.6976020309
1812349.1999382593,1930802.9189611124
1714347.772742684,1884385.649508617
533064.3621745594,780934.0379633362
879697.7666453519,766594.3397096981
665329.011970922,700903.5639179513
1474645.9712407817,1385400.4556730608
1498860.4980122582,1455737.134904127
1177922.4650858233,1180325.4987802666
1557862.1873527896,1723775.0141179976
1073650.7189409677,1026505.8205659144
1101391.8537009475,1227401.538986844
1079297.1725410023,963655.5773858128
1055390.3993478524,905045.2177063724
1757094.6241779684,1741052.959622036
1745005.5983132222,1794214.424742461
694978.1391325527,578142.4703379882
885324.0972657724,984010.7052899196
540699.6085478779,578396.2214702787
1234022.8365904419,1278618.6203141354
950727.4344636742,917351.1355937724
812691.7057954808,799124.8491575408
1157572.4825872655,1073857.0687590768
2089917.76018714,1970419.0541530403
1057286.6626923908,1150093.8888661466
685997.9398136057,725040.8959547429
1299736.2877591068,1246440.855634546
1284680.5142996828,1249331.4501907614
1048863.1644036202,999369.7983646088
1783221.3437369056,1800685.9224889183
827396.1871343808,863448.392442468
1434185.1855964025,1358213.9061280591
1272706.916407899,1235593.2765775274
528975.952922761,605963.7067836822
1441056.5165871205,1348221.7652439892
1230965.534238926,1159526.154206157
1449432.7086457987,1425632.5419741997
1129756.5175552426,1107077.912966575
941802.6636814224,1153871.4695016337
1438485.4284411103,1305934.3248030245
1180533.4247422006,1066659.3829883514
1228393.7484583568,1104115.6927835557
1527957.1177452435,1719762.3080492227
1521110.9325348975,1429383.3521743226
777424.3765489161,732244.1580695551
1222778.903861317,1170720.893654292
919193.6394716483,817460.4216248231
1349146.2642343745,1447920.6803593482
1458198.941105385,1423296.118000431
1227800.7525771803,1224792.356950685
1465280.6372291332,1636996.0736033912
1404715.7451151202,1318058.0633455634
551178.3858707575,685123.1393137751
1490619.8515156512,1352917.1768613977
1645158.342912076,1629098.181719524
1296364.307526166,1295918.333133723
1347039.592630363,1331656.4939736011
762479.1834413237,874103.6606065924
1151344.1008411527,1176111.78829563
1192248.8750583124,1044017.4316455172
1957950.1687585427,1949577.954405674
1032504.5299784378,1155077.1310055435
1692502.4937993619,1658381.0058753567
905599.9454214905,801194.619821129
1795117.6527454774,1817188.450990874
1305726.5049771888,1411217.4928510934
1314574.5929609663,1420070.0203998378
916846.5433809034,919963.008583288
1402456.75115624,1398310.2001422904
667166.0470482965,717682.0857031762
1295193.8919038319,1100152.0877663638
1278000.9315109588,1174779.157761556
1425210.9111485144,1388596.243304004
1164412.65926782,1241699.117121414
968640.8745540156,983994.2668686192
1638115.1139277888,1734814.160325652
1031019.2281455976,1016187.1036521762
1228267.9687532953,1156853.3645122452
1284225.0802904014,1232974.1420829988
1024483.4266589544,987434.7498393512
1234059.0279278273,1240319.6922110629
1640302.5304438383,1778411.6648307461
1298877.041876429,1417275.667232232
618313.4887922687,752357.282396469
1226736.7594280837,1150658.59516312
981691.6169326265,925163.7460279363
1770784.7870900636,1599416.0142626918
671279.1265241067,738760.7474313263
909538.7278725,867311.0637470544
1324474.813289927,1172188.1935091391
1195070.9184661785,1118047.9912095168
711064.2555741596,800110.1189013292
1614257.765722312,1628830.0796420388
1346835.1089904595,1295099.4367771263
1364424.9623566573,1337973.7320159737
888451.0650743714,822685.3745816725
1061293.8152309123,1143203.0678656865
1259369.4761163553,1155513.1752000046
1210210.111427919,1093253.4909345591
1166299.289228423,1074369.7767178162
1638043.3258611856,1624842.1237797847
1359851.1569917167,1409977.1310957712
1696927.7373050503,1599851.89450841
1548982.033980695,1599478.9856644769
1502251.833502589,1677612.4421426
1513616.1204967473,1578141.0531342432
1598049.4751344358,1679204.7409332138
739320.249538722,782656.0804195708
1594360.6678386838,1445030.9844502008
1041477.5689598069,1107031.2463494784
1271986.3223141555,1369016.7779001952
653066.8545796066,736798.5333089959
1262807.707393237,1276494.7645634962
567089.7847985552,583016.7918965971
1757991.441946296,1957891.588351542
1756389.3361414396,1775531.403945451
845576.0686508216,903881.6638657488
1971861.4612572745,1792254.818004712
1406369.3806836156,1318231.4182852104
888428.7005051398,903657.5625479298
1224482.102038478,1070818.731368435
1794502.1643697517,1718876.794818775
1183636.5777229425,1187609.1222876178
1442729.1122527528,1507035.8737133096
1554235.171724776,1554986.6948772129
1185331.490168566,1101341.1944382847
1780836.6546527601,1677005.1404360305
1504603.1422920406,1431915.977008168
938077.7103106006,936368.9634048607
1031480.0078044675,1122563.8194987655
1372342.8125778798,1426402.8066054268
1749361.7134068357,1595663.4739549155
1602886.5538206378,1641739.5180614428
844331.982464456,815569.5956124964
394514.0116580193,385678.1666731234
1549995.148576947,1430796.7625697944
1495522.5954585816,1682708.6168664235
691107.1747536714,623181.1347939228
1472526.8510046266,1450996.0381792902
1482678.6105626563,1441576.84676066
1279431.6822855866,1241483.6118732512
1759211.0337176095,1975538.4157534216
1342151.717771179,1251063.6499548263
1500646.2484698782,1471746.5551187627
1510052.3085930154,1540997.8864851487
1338532.388184752,1455691.7965069572
1193220.8972794004,1006580.4796598312
1294516.240419212,1205377.9110484202
1460449.4090744203,1555806.041797239
803918.3844900613,747396.2531268047
1502145.4165536126,1433542.021277525
1549255.5372878634,1537329.5695361544
1280076.015430417,1338247.9300743623
1596718.890512117,1840236.005802689
1517925.5866376497,1523801.7483130023
1478408.1305345143,1646033.4101836402
1743673.2495831873,1659170.5127753727
1102736.2751024507,1029037.4291364508
1598127.4775308864,1441882.5217055138
1566367.281378227,1326481.6746851509
1217765.5232525892,1214986.885715444
1325007.260195938,1440736.5832582822
1171675.543165546,1397341.8559937114
1052454.6063239197,1009854.70493643
1411467.4751950782,1361841.951715509
940278.9637186875,841392.493028112
1431787.981285528,1584213.9574850197
1331253.519044813,1435261.9868170435
1424761.1163218282,1646662.9106811616
1493704.706658433,1765281.093229458
1011977.9465726179,1031981.2829229428
1134819.8468660335,1267803.3168403537
984981.3474986727,857934.5477662288
1831943.2458819102,1907859.0589315053
1358015.9383093794,1351007.0408580995
828198.4653659634,896937.6577995939
1427681.2170063888,1449033.4322542483
1663598.4458428354,1785449.7201678944
1191489.4506757634,1016960.6547934016
723382.9004868466,679373.4014719698
459248.3683371619,311111.2005867723
1794065.9678121828,1848633.7242772905
1341509.958308126,1412097.1767743204
1644122.9983287724,1650269.179842912
917473.5531018047,855423.9840217031
800877.6599029183,957117.647167354
1050388.3059117568,1009606.2836331872
1263443.127850697,1216307.1456612044
420588.11923600995,440585.02939080505
1882183.5564507162,1819900.6366437147
850844.10084665,919926.9985237203
1225591.2681720983,1212205.340652621
897597.6734057622,778546.1621435221
951585.848224811,869924.058422245
1471185.3415813814,1528756.1261500276
1460983.8552908709,1483848.1693759758
1004831.4639879889,1165990.6036967745
1391538.5885012378,1479063.2137821943
914742.2487805318,880682.3019910128
1184507.4827038313,1025705.1343197428
1649108.5261890034,1676172.304855517
1622136.764293727,1441312.1682690796
1142997.7605276485,1210826.7732818108
1260149.9652067113,1250494.7397056855
1275234.1725015428,1212276.3574996628
1418255.0002001156,1262963.8612687287
1286906.8783307523,1300031.2303332195
1286846.538935811,1279160.9875854698
1344960.0287311047,1245053.4325274914
1295189.477930097,1183272.5108070918
1406126.6109167896,1444701.3279198643
1221725.7238271283,1199760.291716345
629430.459947323,619407.4862651835
1338062.0917226304,1275403.464179263
1808071.5112996926,1938866.4898749
1145025.3980586526,1054249.2065594809
910067.0641556995,971099.475398686
1083480.4746839085,1036685.2408148928
1508160.6196786182,1552915.1644898625
1520208.3903913577,1539329.318847318
1064322.880271734,819598.0078481787
569271.4738259148,333160.9942794951
1369496.612048436,1308231.769411766
1199782.836457514,1348873.4268637958
1916056.2823363198,1890789.1767706247
1171404.0568771716,1046030.1142282496
1270274.9786781995,1226440.2471062357
1482401.120668057,1524845.421902946
1549928.0082610522,1638541.9393635048
1281322.7586931554,1365081.1775398466
1114103.7656601474,980274.069913861
1006974.5369976938,1011909.6944313496
1331590.842006773,1400104.8707602615
1123805.8049661217,1078016.9396491002
1336751.984976617,1340343.8565188397
1184164.2082747442,1126778.414305291
1155673.076738244,1138609.172936965
1584827.8358998972,1613414.2330507296
1378115.3794646347,1325531.154513243
1167166.198353346,1144711.1773279298
1354355.8873286883,1478823.6472742946
1302761.891146057,1240380.4614059897
1407634.9649810167,1340909.7986568718
689290.2306747884,796666.1224321837
1207764.2038002487,1036338.2390135262
1361936.9379213215,1680017.2404207706
832192.902411049,895441.022143891
824298.1870962777,728402.000075194
1543846.2971445713,1501497.532370449
918612.163167202,1121093.1745067632
1356723.9040507737,1352547.6933606025
649923.5318124333,642855.1695820823
1372480.2211053744,1389047.5577764665
983722.0903071666,1143377.601699577
1520728.9508504958,1423908.257928105
947039.5346612302,1051567.9457782458
1093448.1984369182,1019127.7329514012
1409779.5784470106,1424994.375415845
1493269.3791938897,1349743.1463910898
1223375.5978647198,1165877.6686129526
1203825.4828292686,1228362.746896066
1287349.478754945,1222799.3397221712
940568.5689803178,858088.7187869565
1200631.797968802,1112548.478989689
1450386.1160197642,1535781.9598291912
1528062.9626689076,1543966.4264482334
1718625.1663865505,1820439.3529108851
1587204.925088696,1670256.590157741
1486936.4048741637,1356691.3872020654
1431107.2832411812,1521730.791403271
851254.5159801947,717273.185257682
1124869.8695294734,1111710.900422078
1246412.0446226385,1214104.9338822474
693658.5493930291,826328.1083526685
1093972.8240823885,1113314.6988738158
1125250.0507649109,1098518.1336854908
1123667.8529112898,1148720.9050037193
1314131.6523805354,1327969.2858722273
1385277.330023786,1328586.2904618224
1626841.7787966062,1508856.4243147466
621405.1628095906,627650.4025709751
793828.0590934331,699222.836143786
854125.0657160685,823864.3877373383
1586389.7908073256,1455556.4656425468
1347731.9218815959,1312063.7561173777
485728.52766670764,593766.1847676778
610926.9379629315,534305.1323349292
1314876.6730149738,1316793.5692341109
887723.2082608928,946479.234861472
1712071.3779273534,1601904.3565403365
1407047.0152005183,1253434.3975152122
711179.9470867455,587007.8442399998
1348004.1472658515,1266616.5467141946
1645614.0021134305,1671669.4517342008
1083865.2397092797,1111360.3028116906
1487515.7304986645,1368692.296870373
970001.5786233397,1036382.7663054836
1666517.669270123,1768705.1252791467
804886.8602674815,757943.2228205727
1384804.6025084965,1271752.4319501128
1013639.2720142794,893802.0888455657
1823414.2930724758,1877402.319726946
920296.9562845636,1055484.3734807873
837577.9262100685,900973.3763955472
1371462.5242965561,1246936.9457814738
1445249.5969995311,1499988.8795226102
1044573.9706049899,1046442.6344741364
1395579.4663689896,1527691.7006808666
664797.0264768173,533386.7712388085
1731418.5350989203,1778013.334007159
1269567.9097943113,1111148.947279386
872189.9919702521,970177.1054222829
1107489.7722203445,1133910.648443125
618929.7370670266,491085.8259962853
1631543.3331928481,1584615.5738389797
912263.4057992548,846095.9673147105
1032601.8163943491,1220987.0020716093
1136302.3215653214,1159749.0902788169
1093044.8193081834,1187044.0528088156
976389.6217337585,932380.5503894527
1200835.422006686,1242111.4283369773
1468200.3548984888,1622827.297843668
1393825.444119134,1160146.171270086
1343193.980728113,1137685.1162854831
1227572.5986353261,1153680.146027995
1036065.7813654349,1106976.067467471
915011.7171090103,1263018.1269889683
1835457.6538914486,1883082.2763200686
925448.4558046532,949892.5313701816
1377588.952081606,1377447.3485206584
1480914.5378356795,1557626.7809485218
1285335.5355598486,1390251.419934081
929587.6978759491,1002192.5820706816
1178809.589513729,1238708.7597381796
1406179.1148300315,1321388.619330872
1235557.906468479,1163559.4710512878
1291149.5164886697,1174289.0805683718
1143196.4493054606,1373048.09902299
1308375.8781610439,1185616.3400142193
1378126.0394466582,1547737.0017004237
1476965.4157691605,1638577.4166270343
856101.1890018847,834599.9392319452
1544026.3810468023,1573580.2338345246
1050623.1486712338,1011331.1636193402
499379.84480633546,727366.947448545
1468129.1095130122,1472809.4869159523
1679374.0965975414,1838092.1024988638
959674.3104092943,952439.6621570892
1269434.3146979497,1429497.6171416596
1139646.6998900184,1108204.5868627557
1242900.0168687145,1249417.896552621
1485095.4976732493,1550359.5484654682
2125512.03427019,2005167.480217235
1682761.0133000142,1592175.5124622623
801065.4598990626,613370.8510937464
1294193.225306247,1359052.8457646829
1892096.0788283665,1825858.2550705376
985126.070789895,1012545.4916159144
1301284.290909524,1206393.1814995254
1353162.505723319,1537310.6164231747
1137798.7061811993,1173413.5499918016
931473.8934649149,995721.6273979772
1237910.2931275219,1262494.286828816
853081.2669768072,834185.5784090377
1489150.752003811,1356384.6675167026
1042032.2083228955,1104701.234420732
1155851.7542277928,1131887.7617860057
1879752.9414793162,1735416.9213924294
783026.4027251018,781213.0669276181
988224.1275866613,886036.129514087
707379.379618065,664298.9713057821
1697976.0263923847,1558196.968571363
1752629.355748361,1706110.8599930475
1148965.4235033318,1166198.115612074
852933.2584951161,869026.5819988098
1154678.2874256365,1086735.9127637602
1386658.7722791403,1394970.5985855695
1457803.1757221918,1529028.714378661
1270207.316469878,1380715.3150239568
1500763.5261599647,1282365.4620236778
1120770.3285812149,1180967.734958887
1136950.2041748438,1095768.7333528611
1212710.743855114,1191968.5200498789
765324.7082433214,762167.2533312994
557604.735742285,671661.7134409613
947444.3011332494,1012768.7562290148
1875198.245840882,1827899.1856764853
911565.1985301733,1010477.3921678592
1744462.4957543153,1792753.4995637876
1175027.9862244145,1451078.0931341348
1312417.977634227,1236258.07968267
1507686.7538368101,1581817.4067967194
1696243.0901385508,1891398.2558229947
972720.045951807,1131225.759703263
721571.4965866423,578161.4955401686
1195052.418343656,1453597.5066767505
